-205.694,-870.800,280.236,107.306,58.426,-61.433
-70.463,-892.266,280.472,107.217,58.449,-52.673
-81.755,-863.580,322.264,83.469,53.120,-81.250
-92.417,-784.453,306.035,76.018,57.653,-97.090
-83.976,-846.026,345.133,79.108,50.108,-94.582
-80.469,-871.586,364.851,80.189,46.755,-93.769
-80.079,-886.107,334.806,86.921,48.339,-85.047
-82.525,-868.893,293.815,87.723,52.531,-83.938
-87.091,-835.720,241.255,87.395,58.727,-84.197
-87.651,-831.662,215.164,87.245,60.801,-84.327
-87.987,-829.229,183.336,87.063,63.048,-84.487
-82.212,-872.055,194.042,87.326,58.824,-84.271
-81.704,-877.354,197.105,87.358,58.198,-84.261
-76.426,-916.313,220.705,87.631,53.556,-84.042
-80.100,-836.252,232.227,72.726,33.299,-98.214
-84.258,-848.591,207.725,81.253,34.887,-90.012
-79.266,-833.711,236.635,71.413,32.915,-99.636
-83.582,-854.912,215.676,81.092,33.815,-90.265
-81.109,-878.504,232.875,81.600,30.708,-90.043
-89.775,-811.439,195.948,80.186,38.830,-90.823
-46.623,-811.899,194.753,80.079,39.186,-87.821
-37.958,-812.183,195.804,79.744,39.115,-87.533
-40.685,-800.883,190.650,82.065,7.142,-81.814
-48.135,-766.990,172.268,83.149,11.345,-81.216
-54.531,-735.227,163.676,82.983,14.860,-81.254
-60.814,-704.034,157.317,82.818,18.259,-81.301
-67.150,-672.568,152.862,82.647,21.654,-81.359
-69.222,-662.277,151.822,82.590,22.759,-81.381
-69.236,-662.201,151.804,82.589,22.768,-81.381
-75.421,-631.481,149.917,82.413,26.056,-81.454
-84.020,-588.815,150.339,82.150,30.612,-81.579
-78.490,-671.013,154.218,82.650,21.592,-82.318
-72.419,-704.095,158.981,82.829,18.033,-82.258
-63.307,-753.670,170.204,83.088,12.622,-82.190
-59.507,-774.352,176.404,83.194,10.325,-82.169
-53.180,-808.792,188.812,83.371,6.433,-82.144
-94.972,-820.920,197.830,82.908,4.441,-85.549
-94.753,-822.807,214.557,82.970,3.185,-85.546
-94.697,-823.305,224.036,83.003,2.511,-85.545
-94.614,-824.041,246.259,83.081,0.931,-85.543
-94.754,-822.769,255.918,83.110,0.361,-85.542
-108.079,-718.583,204.061,82.473,13.034,-85.617
-108.081,-718.570,204.073,82.473,13.035,-85.617
-139.897,-647.785,269.104,82.450,13.473,-87.681
-8.025,-648.947,242.916,92.068,11.725,-83.855
4.010,-688.631,253.832,92.868,7.465,-83.722
20.322,-742.412,274.016,93.977,1.533,-83.636
-16.503,-621.045,235.280,91.453,14.858,-83.995
-16.348,-621.554,235.373,91.464,14.804,-83.990
-2.183,-668.428,231.998,93.345,10.751,-83.285
-2.556,-667.211,211.752,93.017,12.539,-83.351
-3.121,-665.357,191.345,92.681,14.346,-83.430
-3.663,-663.582,176.281,92.428,15.683,-83.495
-4.482,-660.893,157.589,92.109,17.348,-83.587
-5.130,-658.763,144.927,91.888,18.481,-83.655
-6.451,-654.417,122.720,91.492,20.476,-83.787
-7.274,-651.706,110.582,91.270,21.573,-83.867
-8.240,-648.525,97.534,91.027,22.758,-83.959
-9.137,-645.568,86.331,90.813,23.780,-84.043
-10.881,-639.816,66.506,90.423,25.602,-84.206
-11.205,-638.748,63.059,90.354,25.920,-84.236
-11.225,-638.692,62.621,90.446,3.205,-84.362
-13.145,-636.293,55.441,90.246,3.891,-84.484
-14.943,-630.328,38.009,89.921,5.517,-84.511
-16.081,-626.546,27.715,89.727,6.485,-84.531
-18.722,-617.774,5.654,89.303,8.583,-84.587
-20.666,-611.322,-9.232,89.010,10.018,-84.634
-21.728,-607.798,-16.961,88.856,10.770,-84.662
4.018,-762.540,-21.684,92.041,-5.134,-86.063
6.178,-770.566,-4.639,92.338,-6.613,-86.095
8.378,-778.675,2.337,92.555,-7.690,-86.122
9.605,-783.195,6.492,92.679,-8.301,-86.139
11.489,-790.135,11.667,92.859,-9.187,-86.167
18.666,-816.543,18.352,93.432,-11.974,-86.272
25.097,-840.189,24.776,93.953,-14.462,-86.391
30.508,-864.816,40.943,94.592,-17.434,-86.651
-20.151,-870.081,141.790,89.039,-2.626,-91.609
-19.277,-875.264,176.651,89.982,-5.013,-91.461
-18.991,-876.666,192.818,90.222,-6.066,-91.488
-28.592,-829.906,156.119,88.786,0.143,-91.413
-34.248,-802.786,141.049,88.248,3.421,-91.337
-49.259,-734.585,86.716,95.431,11.693,-87.629
-53.770,-712.592,83.036,95.059,13.920,-87.711
-60.129,-681.601,78.744,94.519,17.078,-87.855
-59.716,-673.017,40.465,100.587,18.793,-85.253
-58.977,-670.731,25.111,102.608,19.369,-84.400
-53.753,-714.351,60.517,93.217,15.296,-88.471
-43.313,-765.534,71.938,93.193,10.051,-88.689
-40.671,-777.800,67.676,95.153,8.935,-87.881
-34.278,-787.306,33.346,105.074,8.219,-83.572
-37.367,-810.000,66.366,84.939,6.777,-92.865
-39.384,-805.164,32.311,86.601,8.742,-91.987
-41.892,-792.493,-7.824,85.914,11.626,-92.109
-42.657,-788.620,-18.829,85.721,12.425,-92.149
-44.281,-780.409,-40.665,85.331,14.024,-92.238
-44.903,-777.267,-48.559,85.187,14.607,-92.273
-45.420,-774.653,-54.949,85.071,15.080,-92.303
-46.353,-769.935,-66.116,84.865,15.910,-92.358
-47.621,-763.602,-80.455,84.591,16.984,-92.437
-36.964,-829.243,-73.197,86.230,10.148,-92.222
-62.579,-697.577,-89.215,82.630,24.041,-93.304
-62.579,-697.580,-89.224,82.631,24.041,-93.303
-62.564,-697.593,-89.095,82.606,23.904,-93.298
-60.736,-697.456,-76.872,79.557,10.110,-92.193
-60.737,-697.456,-76.875,79.678,5.283,-91.301
-60.739,-697.455,-76.881,79.678,-5.398,-89.358
-60.739,-697.453,-76.884,79.533,-10.938,-88.332
-60.740,-697.452,-76.888,79.421,-13.706,-87.806
-60.743,-697.448,-76.910,79.242,-17.229,-87.119
-60.746,-697.452,-76.922,79.137,-18.996,-86.766
-60.747,-697.450,-76.928,78.246,-28.992,-84.581
-60.747,-697.450,-76.928,77.832,-32.287,-83.770
-60.747,-697.450,-76.934,76.829,-38.564,-82.040
-60.764,-697.450,-77.026,75.378,-45.255,-79.841
-60.774,-697.451,-77.080,74.748,-47.583,-78.957
-60.782,-697.451,-77.127,73.621,-51.065,-77.461
-60.795,-697.452,-77.198,72.930,-52.952,-76.568
-62.873,-698.255,-133.288,99.166,-49.429,-97.093
-74.842,-722.992,-83.834,101.331,-53.340,-100.139
-94.673,-732.008,-59.123,102.523,-55.221,-102.809
-93.751,-742.061,-35.493,103.754,-56.982,-103.868
-92.660,-749.916,-15.487,104.874,-58.444,-104.816
-91.603,-757.555,5.721,106.153,-59.965,-105.915
-158.761,-749.109,13.849,106.671,-60.540,-111.489
-176.888,-745.033,13.843,106.671,-60.539,-112.879
-177.234,-730.716,-25.314,104.313,-57.726,-110.854
-177.475,-720.912,-48.959,103.042,-55.982,-109.789
-177.615,-715.232,-61.734,102.395,-55.023,-109.256
-177.878,-704.571,-84.192,101.317,-53.312,-108.382
-178.056,-697.321,-98.487,100.667,-52.204,-107.865
-178.420,-682.575,-125.520,99.506,-50.065,-106.960
-178.636,-673.782,-140.518,98.895,-48.852,-106.496
-178.985,-659.601,-163.212,98.010,-46.980,-105.839
-179.181,-651.667,-175.195,97.560,-45.972,-105.513
