-797.806,-26.974,232.580,-176.082,-5.788,24.003
-836.388,-21.731,281.259,-173.858,-2.191,23.848
-776.438,-29.878,208.515,-177.244,-7.649,24.139
-773.311,-75.755,208.515,-177.244,-7.649,27.530
-762.349,-150.240,208.515,-177.244,-7.649,33.084
-747.514,-212.064,208.515,-177.244,-7.649,37.774
-743.196,-211.618,271.014,-174.764,-3.661,37.529
-734.379,-210.708,329.974,-172.425,0.141,37.457
-745.603,-211.867,245.151,-175.788,-5.315,37.609
-747.524,-212.065,165.366,-178.977,-10.388,38.046
-813.963,-218.927,237.347,-175.427,-4.734,37.578
-854.060,-223.068,290.315,-173.059,-0.891,37.461
-785.358,-215.973,204.283,-176.999,-7.259,37.742
-861.322,-223.817,231.510,-170.501,3.269,37.515
-941.916,-232.141,356.021,-165.376,11.433,38.172
-974.263,-235.481,381.969,-161.847,16.766,39.033
-827.346,-220.309,300.717,-175.708,-5.187,37.602
-728.350,-210.085,286.372,175.872,-18.149,39.319
-740.218,-139.951,300.961,-174.249,-24.235,39.226
-749.309,-99.433,316.431,-167.969,-27.904,38.587
-729.897,-199.199,287.707,177.352,-19.075,39.377
-709.684,-197.112,288.047,175.509,-21.655,40.018
-720.088,-140.804,300.184,-176.582,-26.561,40.068
-708.629,-204.106,287.168,174.566,-21.060,39.962
-723.460,-142.896,287.168,174.566,-21.060,35.068
-732.419,-85.892,287.168,174.566,-21.060,30.583
-736.047,-45.263,287.168,174.566,-21.060,27.413
-716.138,-47.590,383.683,179.021,-14.616,26.046
-726.596,-46.370,341.048,177.077,-17.498,26.584
-875.914,-28.954,377.391,-170.163,2.630,24.901
-886.486,-120.163,377.899,177.423,10.314,25.391
-867.541,-218.333,377.899,177.423,10.314,31.798
-847.867,-285.336,377.899,177.423,10.314,36.271
-819.554,-358.646,377.899,177.423,10.314,41.306
-860.077,-304.918,250.977,173.029,3.265,36.960
-898.131,-308.540,304.811,175.406,7.110,37.175
-853.060,-304.250,241.753,172.612,2.586,36.938
-853.294,-304.279,241.821,172.632,2.619,36.939
-909.973,-309.673,263.788,177.571,10.547,37.507
-928.838,-311.469,273.606,179.347,13.302,37.874
-932.106,-282.560,270.946,-176.712,10.855,37.817
-930.344,-298.643,272.137,-178.896,12.213,37.870
-930.344,-298.643,272.137,-176.716,11.821,48.313
-931.405,-289.112,271.344,-175.592,10.799,48.243
-935.700,-244.771,270.963,-170.405,6.090,47.658
-940.070,-179.941,280.237,-162.701,-0.710,46.031
-940.982,-158.872,285.870,-160.096,-2.912,45.290
-932.174,-281.919,270.914,-174.747,10.030,48.176
-934.344,-282.126,272.126,-174.486,10.308,48.223
